"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"CHINASAT 2E",49062,53,-0.21300362,98.0560348,35788.32,130.34,59.51,219.37297775,-3.12161739,1630056613,FALSE
"COSMOS 2550",48865,53,-48.69598195,98.61538534,476.89,165.76,-31.22,336.00744982,-71.21166149,1630056614,FALSE
"CHALLENGEONE",47956,53,23.82732374,-154.97970497,550.81,53.31,-55.22,349.30295556,4.50465607,1630056615,TRUE
"CALSPHERE 1",900,54,56.30789316,-83.00209842,1008.08,349.47,-49.18,24.04166424,22.64928772,1630056617,FALSE
"HISPASAT 1D",27528,53,-1.92887158,-143.04842393,35806.26,73.87,-51.76,340.02369975,-4.15219061,1630056618,TRUE
"INTEGRAL",27540,53,34.74092556,123.43282549,87281.34,57.49,43.66,245.04342328,35.31100903,1630056619,FALSE
"ASIASAT 4",27718,54,0.20314106,38.18465366,35776.98,250.88,40.17,150.33950084,-2.54120297,1630056620,FALSE
"INMARSAT 4-F1",28628,54,-2.60282715,143.49365529,35787.67,100.57,14.48,269.57535224,-5.44301709,1630056621,FALSE
"CUBESAT XI-V",28895,54,57.83772141,85.64353192,697.56,5.86,-12.47,5.24928621,59.4330807,1630056622,FALSE
"PAKSAT 1R",37779,54,-0.03243211,38.02796925,35783.24,250.67,39.9,150.17922425,-2.8023456,1630056623,FALSE
"NIGERIASAT X",37790,54,9.34372559,170.78633756,698.75,80.35,-41.69,329.03080518,-4.68778149,1630056624,TRUE
"INTELSAT 20",38740,54,0.0358878,68.4717035,35781.46,210.64,66.63,184.96108286,-2.83270313,1630056625,FALSE
"SOCRATES",39768,54,42.11094887,45.23020302,624.08,318.05,-10.99,75.102091,39.81956973,1630056627,FALSE
"TESS",43435,54,2.25888422,-22.82436096,377662.12,275.6,-11.02,94.46526551,1.98004059,1630056628,FALSE
"KEPLER-2 (TARS)",46319,54,-80.17710797,-117.80095983,562.32,176.9,-57.03,14.11435216,-50.40997291,1630056629,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-5.78537789,49.1841121,424,234.05,-13.03,110.90987558,-37.67110506,1630058403,FALSE
"MARS ORBITER MISSION",39370,50,270,144.11559039,-6399.59,0,-89.89,24.09685441,-17.37571725,1630058405,FALSE
"RESOURCESAT 2",37387,50,-72.22865684,-145.74610375,847.02,165.72,-57.82,12.79973968,-48.32445594,1630058406,FALSE
"YOUTHSAT",37388,50,-65.00406132,-46.09626882,845.7,203.86,-58.04,42.061419,-45.74233027,1630058407,FALSE
"SWAYAM",41607,50,-26.18079269,-16.04693951,501.61,246.15,-48.99,67.29601124,-28.60242701,1630058408,FALSE
"CARTOSAT 2AT",29710,50,32.24232379,24.14888446,600.41,297.68,-20.09,85.17996501,18.3484976,1630058410,FALSE
"OCEANSAT 2",35931,50,-24.36467153,24.78229873,731.65,233.12,-28.78,90.91135938,-40.17802472,1630058411,FALSE
"IRNSS-1A",39199,50,31.78894808,55.42707734,35779.7,308.95,60.37,176.54524079,33.91033118,1630058412,FALSE
"INS-1A",41949,50,70.33875554,15.91588633,497.25,340.61,-28.94,46.27124937,39.98674315,1630058414,FALSE
"KALAMSAT-V2/PSLV",43948,50,80.20299227,167.8112758,454.58,10.31,-33.77,13.21662945,37.7635818,1630058415,FALSE
"CHINASAT 2E",49062,50,-0.1885815,98.05519259,35788.51,130.3,59.53,226.90444942,-3.10437911,1630058416,FALSE
"COSMOS 2550",48865,50,-9.61484616,-121.5513459,468.88,70.43,-79.12,13.59527593,-13.61937001,1630058418,TRUE
"CHALLENGEONE",47956,50,-82.38278427,113.79236297,594.08,175.49,-48.55,18.39537499,-58.69938738,1630058419,FALSE
"CALSPHERE 1",900,50,20.46848982,89.76755217,970.59,72.15,30.44,268.03600962,24.0470128,1630058421,FALSE
"HISPASAT 1D",27528,50,-2.03034713,-143.05186696,35806.05,74,-51.8,347.55918922,-4.2474864,1630058422,FALSE
"INTEGRAL",27540,50,33.90502917,116.46123329,84146.92,56.59,49.65,245.26844664,34.64581666,1630058423,FALSE
"ASIASAT 4",27718,50,0.22053543,38.18786325,35776.97,250.91,40.18,157.88380778,-2.51498334,1630058425,FALSE
"INMARSAT 4-F1",28628,50,-2.86879395,143.49665978,35789.4,100.84,14.38,277.12093054,-5.73760716,1630058426,FALSE
"CUBESAT XI-V",28895,50,-50.62283682,55.27374832,706.03,195.43,-31.31,66.86123362,-70.31776618,1630058427,FALSE
"PAKSAT 1R",37779,50,-0.03239518,38.02865889,35784.72,250.67,39.9,157.72092418,-2.79530133,1630058428,FALSE
"NIGERIASAT X",37790,50,59.72006174,-1.68780049,699.01,328,-30.87,56.83047218,32.76425385,1630058430,FALSE
"INTELSAT 20",38740,50,0.03891096,68.47334131,35781.4,210.64,66.64,192.51196084,-2.83168791,1630058432,FALSE
"SOCRATES",39768,50,-67.80529099,10.8805697,642.78,200.8,-46.68,50.24836006,-56.11057609,1630058433,FALSE
"TESS",43435,50,2.3136883,-30.20326382,377679.17,278.06,-17.96,94.66370809,2.03114755,1630058434,FALSE
"KEPLER-2 (TARS)",46319,49,29.95169016,-178.63802229,533.73,57.75,-43.81,346.01156268,9.09629198,1630058436,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,25,-29.60811789,-170.73867885,428.01,114.74,-56.98,358.66729432,-28.06411552,1630060478,TRUE
"MARS ORBITER MISSION",39370,26,270,135.45026373,-6399.59,0,-89.89,32.76714649,-17.36697286,1630060479,FALSE
"RESOURCESAT 2",37387,27,47.81897667,167.88452644,829.06,43.7,-34.05,353.98106948,23.69833646,1630060480,FALSE
"YOUTHSAT",37388,28,8.8189901,142.24068479,811.93,88.92,-25.58,327.5722969,-6.63141726,1630060482,TRUE
"SWAYAM",41607,29,-22.33203177,161.86300001,498.99,113.02,-43.21,343.03677537,-28.61219015,1630060483,TRUE
"CARTOSAT 2AT",29710,30,-80.26456567,-116.19279162,518.73,177.23,-57.14,30.54757112,-50.30092936,1630060484,FALSE
"OCEANSAT 2",35931,31,-30.18518293,-155.25826275,735.73,114.84,-63.39,5.77638802,-26.67490371,1630060486,TRUE
"IRNSS-1A",39199,32,31.27420615,56.92035125,35767.29,309.39,61.94,187.01678965,33.37845802,1630060487,FALSE
"INS-1A",41949,33,-59.80891399,-26.27537836,505.72,211.95,-54.8,58.63303312,-45.33970648,1630060488,FALSE
"KALAMSAT-V2/PSLV",43948,34,-38.58206728,35.18011548,452.76,215.21,-31.71,92.09064566,-55.08896987,1630060490,FALSE
"CHINASAT 2E",49062,35,-0.15648544,98.0541213,35788.68,130.25,59.56,235.57212908,-3.08168657,1630060491,FALSE
"COSMOS 2550",48865,36,51.40243015,22.10086498,476.15,320.93,-23.99,76.49327875,33.72490901,1630060493,FALSE
"CHALLENGEONE",47956,37,38.42694909,-0.48463098,540.88,305.4,-32.15,79.33418584,17.94405947,1630060494,FALSE
"CALSPHERE 1",900,38,-81.46980984,-97.86730121,1017.48,180.61,-55.42,33.45661405,-52.08813866,1630060495,FALSE
"HISPASAT 1D",27528,39,-2.10366598,-143.0547046,35805.38,74.1,-51.82,356.22772104,-4.31571119,1630060497,FALSE
"INTEGRAL",27540,40,32.86362486,108.47881997,80378.56,54.42,56.58,245.48220667,33.76945809,1630060498,FALSE
"ASIASAT 4",27718,41,0.23579267,38.19153568,35777.15,250.92,40.19,166.55243197,-2.49250765,1630060499,FALSE
"INMARSAT 4-F1",28628,42,-3.11299294,143.50325121,35791.32,101.09,14.29,285.79864705,-6.01126741,1630060501,FALSE
"CUBESAT XI-V",28895,43,-2.36372025,-123.14698264,672.24,56.9,-76.3,21.24853281,-9.74181972,1630060502,TRUE
"PAKSAT 1R",37779,44,-0.03166771,38.02879245,35786.44,250.67,39.9,166.38996883,-2.78883053,1630060503,FALSE
"NIGERIASAT X",37790,45,-64.40910277,-40.91093278,730.75,205.46,-57.32,52.43226064,-45.83076411,1630060504,FALSE
"INTELSAT 20",38740,46,0.04154926,68.47522595,35781.44,210.64,66.64,201.17858911,-2.83398847,1630060506,FALSE
"SOCRATES",39768,47,17.18652621,-160.51384335,612.21,62.35,-54.46,1.8734281,0.67191729,1630060508,TRUE
"TESS",43435,48,2.37667057,-38.68531073,377692.43,281.19,-25.87,94.90902878,2.0898945,1630060510,FALSE
"KEPLER-2 (TARS)",46319,49,18.94552908,-0.39608858,532.65,285.37,-34.1,85.91096886,2.45464412,1630060511,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,42.80495235,-103.85499439,425.37,1.97,-58.88,38.01616204,13.61587612,1630062004,FALSE
"MARS ORBITER MISSION",39370,49,270,129.07034359,-6399.59,0,-89.89,39.1504305,-17.35904653,1630062006,FALSE
"RESOURCESAT 2",37387,49,40.6690276,-1.41933375,823.6,307.85,-30.8,85.45376756,20.52825263,1630062007,FALSE
"YOUTHSAT",37388,49,77.28131866,-2.4249346,812.39,346.66,-30.79,54.03612221,40.1156492,1630062008,FALSE
"SWAYAM",41607,49,73.33715283,127.46714114,490.12,14.21,-27.66,21.74374842,42.77916335,1630062010,FALSE
"CARTOSAT 2AT",29710,49,14.80664325,-177.91214795,389.77,71.63,-47.57,359.32753628,-1.16364948,1630062011,TRUE
"OCEANSAT 2",35931,49,60.89787004,178.44152312,732.45,29.24,-36.12,12.06931971,29.62332111,1630062012,FALSE
"IRNSS-1A",39199,49,30.39075845,57.90771901,35758.31,308.55,63.3,194.61098525,32.39266375,1630062013,FALSE
"INS-1A",41949,49,-22.61785608,163.05827605,499.88,112.94,-43.82,350.13313463,-28.53151995,1630062015,TRUE
"KALAMSAT-V2/PSLV",43948,49,-42.79451077,-135.92590173,458.09,138.08,-70.06,23.71501855,-31.66710287,1630062016,TRUE
"CHINASAT 2E",49062,50,-0.13056186,98.05327508,35788.78,130.21,59.58,241.94655748,-3.06333537,1630062017,FALSE
"COSMOS 2550",48865,49,-36.28018249,65.26961569,472.55,193.06,-23.62,100.63149759,-76.21976753,1630062019,FALSE
"CHALLENGEONE",47956,49,44.78620813,-173.31935076,548.75,42.49,-42.72,7.69016927,18.24917812,1630062020,TRUE
"CALSPHERE 1",900,49,5.51918302,-105.35386957,1009.47,9.68,-77.5,37.10569341,-5.17151897,1630062022,FALSE
"HISPASAT 1D",27528,49,-2.12700279,-143.0561887,35804.6,74.13,-51.83,2.60326713,-4.33674551,1630062023,FALSE
"INTEGRAL",27540,49,32.0336201,102.6333499,77486.39,51.59,61.65,245.61322604,33.03477781,1630062025,FALSE
"ASIASAT 4",27718,49,0.24359666,38.19418044,35777.41,250.93,40.2,172.93472394,-2.48147957,1630062026,FALSE
"INMARSAT 4-F1",28628,49,-3.24743577,143.50984455,35792.66,101.22,14.23,292.18228564,-6.16468111,1630062027,FALSE
"CUBESAT XI-V",28895,48,81.91321045,133.04437677,695.81,7.13,-29.71,30.74399062,42.28020513,1630062029,FALSE
"PAKSAT 1R",37779,49,-0.03067389,38.02843767,35787.71,250.68,39.91,172.76902461,-2.78526344,1630062030,FALSE
"NIGERIASAT X",37790,49,-22.01884896,152.77492969,710,115.66,-37.91,343.49286307,-30.79426553,1630062032,TRUE
"INTELSAT 20",38740,49,0.0428894,68.47659069,35781.55,210.64,66.64,207.5594767,-2.83802269,1630062033,FALSE
"SOCRATES",39768,49,66.99864754,34.45604519,627.48,341.05,-23.66,63.91107341,44.95151061,1630062034,FALSE
"TESS",43435,49,2.42292615,-44.91609049,377697.83,283.78,-31.62,95.10027304,2.13311229,1630062035,FALSE
"KEPLER-2 (TARS)",46319,49,-75.06181585,-38.64667433,561.37,194.62,-55.35,52.44819712,-50.48403968,1630062037,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,3.05874596,19.32230747,422.97,263.31,-26.64,112.55633551,-13.38262565,1630063805,FALSE
"MARS ORBITER MISSION",39370,51,270,121.54980938,-6399.59,360,-89.89,46.6745487,-17.34822986,1630063806,FALSE
"RESOURCESAT 2",37387,52,-64.27754252,-34.65889424,843.04,206.45,-55.65,68.34557489,-46.79677417,1630063807,FALSE
"YOUTHSAT",37388,53,-26.54321726,-54.50853651,825.13,249.85,-66.45,70.93984463,-23.90455152,1630063808,FALSE
"SWAYAM",41607,54,-9.58010015,-36.20961549,493.9,267.88,-56.8,81.32552861,-15.59578282,1630063810,FALSE
"CARTOSAT 2AT",29710,55,49.34322256,5.88647248,579.79,316.85,-28.99,89.05829921,27.71100728,1630063811,FALSE
"OCEANSAT 2",35931,56,9.08090122,7.36824552,723.89,273.43,-30.25,106.77275478,-5.71637539,1630063813,FALSE
"IRNSS-1A",39199,57,28.82842176,58.86629628,35748.05,305.99,65.02,203.34936489,30.61120212,1630063815,FALSE
"INS-1A",41949,58,82.52853665,48.85591109,500.31,355.95,-29.82,51.29947844,42.58262354,1630063816,FALSE
"KALAMSAT-V2/PSLV",43948,59,70.48065813,-177.35743684,453.89,19.4,-36.77,28.16849942,32.69697142,1630063817,FALSE
"CHINASAT 2E",49062,60,-0.09790383,98.05222656,35788.86,130.15,59.61,249.47394957,-3.04019402,1630063819,FALSE
"COSMOS 2550",48865,61,-23.22914334,-150.60292373,471.32,105.5,-66.05,21.73608128,-22.25973134,1630063820,TRUE
"CHALLENGEONE",47956,62,-66.50412415,154.00107144,591.61,156.74,-48.11,20.13645142,-53.96296983,1630063821,TRUE
"CALSPHERE 1",900,63,71.73210203,67.63335114,993.37,355.84,-19.44,53.07651672,52.84731493,1630063823,FALSE
"HISPASAT 1D",27528,64,-2.12073075,-143.05749427,35803.38,74.13,-51.82,10.12807565,-4.32937743,1630063824,FALSE
"INTEGRAL",27540,65,30.97368047,95.77943457,73938.03,45.96,67.48,245.74522829,32.05323507,1630063825,FALSE
"ASIASAT 4",27718,66,0.24891143,38.19718145,35777.85,250.94,40.21,180.45794312,-2.47470339,1630063826,FALSE
"INMARSAT 4-F1",28628,67,-3.35426938,143.51893378,35794.14,101.33,14.19,299.71346357,-6.29062807,1630063827,FALSE
"CUBESAT XI-V",28895,68,-20.47260526,39.63947116,698.44,226.99,-20.98,124.37121639,-45.50749518,1630063829,FALSE
"PAKSAT 1R",37779,69,-0.02902205,38.02753176,35789.17,250.68,39.91,180.28798362,-2.78242743,1630063830,FALSE
"NIGERIASAT X",37790,70,81.68903533,70.3298606,701.39,358.69,-27.52,48.22755788,45.02855427,1630063831,FALSE
"INTELSAT 20",38740,71,0.04378716,68.47814655,35781.74,210.64,66.65,215.08114021,-2.84525351,1630063833,FALSE
"SOCRATES",39768,72,-42.69537792,0.77887638,635.3,226.22,-43.97,92.22743923,-43.01171917,1630063834,FALSE
"TESS",43435,73,2.47751165,-52.27044051,377699.5,287.32,-38.29,95.33709692,2.18426202,1630063835,FALSE
"KEPLER-2 (TARS)",46319,74,9.93507438,161.86779475,533.17,82.34,-37.7,354.88436406,-4.87255999,1630063836,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-46.77451107,137.27062339,435.19,143.62,-39.42,6.70873989,-51.72321188,1630065603,TRUE
"MARS ORBITER MISSION",39370,50,270,114.03345305,-6399.59,0,-89.89,54.19401659,-17.33600385,1630065605,FALSE
"RESOURCESAT 2",37387,51,-8.11389075,157.35935088,826.74,101.02,-36.96,358.13552355,-19.1511107,1630065606,TRUE
"YOUTHSAT",37388,51,-46.58198236,131.07683066,837.64,146.08,-35.56,2.14224393,-55.02008083,1630065607,TRUE
"SWAYAM",41607,51,-56.06240679,148.37905352,516.82,148.1,-44.82,17.02840576,-51.87448785,1630065608,TRUE
"CARTOSAT 2AT",29710,51,-60.16345005,-24.69576391,581.93,211.61,-54.16,80.51522113,-45.88761622,1630065610,FALSE
"OCEANSAT 2",35931,51,-77.58556225,-140.23846986,752.12,171.26,-56.59,46.8351891,-50.32762818,1630065611,FALSE
"IRNSS-1A",39199,51,26.75800522,59.53686441,35738.37,301.46,66.7,211.73386006,28.22102714,1630065612,FALSE
"INS-1A",41949,51,-26.14984671,-38.56451839,490.49,249.79,-59.53,85.97830201,-25.09784137,1630065613,FALSE
"KALAMSAT-V2/PSLV",43948,51,-7.97026182,19.65833276,442.3,251.54,-28.58,120.11380201,-23.97893084,1630065615,FALSE
"CHINASAT 2E",49062,51,-0.06366289,98.05114436,35788.9,130.1,59.64,256.98053329,-3.01590772,1630065616,FALSE
"COSMOS 2550",48865,51,67.25438161,-58.82383786,481.17,344.74,-42.86,66.7463384,28.09245941,1630065617,FALSE
"CHALLENGEONE",47956,51,-0.24463108,-15.79865519,547.34,271.15,-44.88,100.52353744,-11.39297363,1630065618,FALSE
"CALSPHERE 1",900,52,-31.77311274,59.53276937,981.12,200.5,-17.91,139.86114968,-70.34645142,1630065619,FALSE
"HISPASAT 1D",27528,52,-2.07813671,-143.05854458,35801.86,74.07,-51.81,17.63209665,-4.28745699,1630065620,FALSE
"INTEGRAL",27540,52,29.8115223,88.98321035,70234.05,35.78,72.89,245.86049329,30.92655896,1630065622,FALSE
"ASIASAT 4",27718,51,0.24993872,38.20000278,35778.43,250.94,40.21,187.9768116,-2.47476682,1630065625,FALSE
"INMARSAT 4-F1",28628,51,-3.40336597,143.52871102,35795.47,101.37,14.16,307.24106361,-6.35501524,1630065626,FALSE
"CUBESAT XI-V",28895,51,-49.55115101,-135.31572286,690.98,147.17,-67.92,39.86757922,-35.44009929,1630065627,TRUE
"PAKSAT 1R",37779,51,-0.02688087,38.02611436,35790.58,250.68,39.91,187.79801242,-2.78111861,1630065628,FALSE
"NIGERIASAT X",37790,51,-16.8789705,-47.84624051,706.58,262.28,-63,82.71713793,-18.9008341,1630065630,FALSE
"INTELSAT 20",38740,51,0.04393255,68.47961575,35782.02,210.63,66.65,222.59441189,-2.8550312,1630065631,FALSE
"SOCRATES",39768,52,-25.90406124,-175.59989873,620.34,111.4,-53.94,16.53996495,-26.66197649,1630065632,TRUE
"TESS",43435,52,2.53202434,-59.61660348,377696.07,291.6,-44.81,95.584524,2.23557567,1630065633,FALSE
"KEPLER-2 (TARS)",46319,51,55.9782844,-13.15758352,538,324.79,-35.39,86.21022382,27.59779101,1630065635,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,36.00800842,-138.62552805,423.57,32.98,-56.95,44.0387667,10.63158657,1630067403,TRUE
"MARS ORBITER MISSION",39370,51,270,106.5170969,-6399.59,0,-89.89,61.7129605,-17.322573,1630067404,FALSE
"RESOURCESAT 2",37387,52,78.01949311,14.03320396,832.6,348.28,-28.75,75.49037923,42.50481813,1630067405,FALSE
"YOUTHSAT",37388,52,58.80969166,100.7073839,811.13,16.3,-13.96,33.29543358,54.67493287,1630067406,FALSE
"SWAYAM",41607,52,57.21066903,118.68270691,488.2,27.36,-20.37,24.98022188,43.54343012,1630067407,FALSE
"CARTOSAT 2AT",29710,52,-3.77612847,162.20705194,388.53,95.37,-40.73,10.27821555,-15.38442444,1630067408,TRUE
"OCEANSAT 2",35931,52,27.69662262,166.69035782,726.5,63.86,-36.62,14.81134408,9.01010257,1630067409,TRUE
"IRNSS-1A",39199,53,24.23378347,59.88810466,35729.44,294.67,68.11,219.74610131,25.28511946,1630067410,FALSE
"INS-1A",41949,53,-39.44047965,143.5483666,505.32,134.9,-39.08,10.32152331,-45.48292429,1630067411,TRUE
"KALAMSAT-V2/PSLV",43948,53,-55.90475245,-153.44465464,462.75,147.03,-61.7,42.13632167,-40.1019361,1630067412,TRUE
"CHINASAT 2E",49062,54,-0.02833805,98.05004434,35788.91,130.04,59.66,264.48721585,-2.99083021,1630067413,FALSE
"COSMOS 2550",48865,54,-22.57591335,34.65661781,468.44,228.72,-25.67,132.61715869,-44.0293634,1630067414,FALSE
"CHALLENGEONE",47956,55,65.95561815,173.86981557,548.35,24.76,-35.22,37.82985397,32.31919978,1630067415,FALSE
"CALSPHERE 1",900,54,-45.81709553,-127.70930512,1018.32,147.99,-70.85,49.80656315,-33.31244196,1630067417,FALSE
"HISPASAT 1D",27528,54,-1.99986971,-143.05957769,35800.06,73.97,-51.78,25.14432935,-4.21162036,1630067418,FALSE
"INTEGRAL",27540,55,28.52389205,82.24221526,66354.72,16.59,77.22,245.96882232,29.62454096,1630067419,FALSE
"ASIASAT 4",27718,55,0.24667647,38.20258884,35779.13,250.93,40.21,195.47874129,-2.48164076,1630067420,FALSE
"INMARSAT 4-F1",28628,55,-3.39404543,143.53832707,35796.65,101.36,14.15,314.75159998,-6.35691291,1630067421,FALSE
"CUBESAT XI-V",28895,55,58.89635871,-165.82872544,686.11,27.86,-40.81,38.46089297,26.19579467,1630067422,FALSE
"PAKSAT 1R",37779,56,-0.02429056,38.02421193,35791.9,250.69,39.9,195.29497307,-2.78135373,1630067423,FALSE
"NIGERIASAT X",37790,56,-53.91297182,138.06216543,726.66,149.25,-40.58,19.53073367,-54.93383533,1630067424,TRUE
"INTELSAT 20",38740,56,0.04332566,68.48097008,35782.38,210.63,66.65,230.09509107,-2.8671727,1630067426,FALSE
"SOCRATES",39768,55,80.8269818,114.75573056,627.03,5.99,-28.53,54.31819996,43.64774141,1630067427,FALSE
"TESS",43435,55,2.58643393,-66.95049197,377687.57,296.99,-51.09,95.84104323,2.28709655,1630067428,FALSE
"KEPLER-2 (TARS)",46319,56,-55.8299921,-42.88865519,555.3,214.58,-59.63,84.23283239,-40.89426733,1630067429,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,12.0079292,-10.76922772,422.73,281.29,-40.88,117.12445403,-3.0137298,1630069204,FALSE
"MARS ORBITER MISSION",39370,50,270,98.99238447,-6399.59,360,-89.89,69.2396943,-17.30815166,1630069205,FALSE
"RESOURCESAT 2",37387,50,-25.03133364,-42.92155425,826.59,251.5,-60.82,99.70453959,-24.04813471,1630069206,FALSE
"YOUTHSAT",37388,50,12.97988426,-70.88461957,809.63,313.13,-67.22,85.63732249,-1.2798122,1630069207,FALSE
"SWAYAM",41607,50,7.33194499,-56.54227103,488.66,295.36,-63.56,93.0493135,-4.85552323,1630069208,FALSE
"CARTOSAT 2AT",29710,50,66.31240853,-7.55191738,552.34,335.06,-33.08,94.38265221,34.24760922,1630069210,FALSE
"OCEANSAT 2",35931,50,42.65570385,-8.7726327,727.44,310.79,-34.27,111.00738637,20.39744187,1630069211,FALSE
"IRNSS-1A",39199,50,21.31420915,59.9142314,35721.44,285.66,68.94,227.38841216,21.87399045,1630069212,FALSE
"INS-1A",41949,50,73.27428561,104.92961295,501.02,8.75,-25.06,57.44914675,46.66211123,1630069213,FALSE
"KALAMSAT-V2/PSLV",43948,50,58.01642438,171.63099257,451.96,32.98,-36.07,39.24437377,27.98479747,1630069215,TRUE
"CHINASAT 2E",49062,50,0.00758516,98.04894234,35788.87,129.98,59.69,272.0190808,-2.96530585,1630069216,FALSE
"COSMOS 2550",48865,50,-36.7874853,178.75700159,475.01,123.6,-52.74,31.89182758,-34.01979047,1630069217,TRUE
"CHALLENGEONE",47956,50,-45.71801744,141.39882724,582.5,141.16,-39.73,21.05435915,-49.77046354,1630069218,TRUE
"CALSPHERE 1",900,49,57.16313056,-135.66397505,1007.89,18.07,-46.67,55.75102462,23.8108064,1630069220,FALSE
"HISPASAT 1D",27528,49,-1.88693376,-143.06080064,35798.01,73.82,-51.74,32.67709628,-4.10284275,1630069221,FALSE
"INTEGRAL",27540,50,27.0771347,75.5460568,62269.48,344.92,78.91,246.0817727,28.10495733,1630069222,FALSE
"ASIASAT 4",27718,50,0.23914452,38.20490821,35779.95,250.92,40.21,203.01383672,-2.49527537,1630069223,FALSE
"INMARSAT 4-F1",28628,51,-3.3262222,143.54699722,35797.65,101.29,14.17,322.29435016,-6.29611613,1630069224,FALSE
"CUBESAT XI-V",28895,52,10.34051517,21.64721839,694.3,270.78,-22.11,137.89939368,-5.60177954,1630069225,FALSE
"PAKSAT 1R",37779,51,-0.02127652,38.02184141,35793.14,250.69,39.9,202.82902756,-2.78313788,1630069227,FALSE
"NIGERIASAT X",37790,51,54.44942879,108.38027846,698.86,24.95,-14.42,29.85888795,49.6566474,1630069228,FALSE
"INTELSAT 20",38740,51,0.04196961,68.48219141,35782.8,210.62,66.65,237.62912124,-2.88155316,1630069229,FALSE
"SOCRATES",39768,52,-16.60698387,-16.76833739,626.33,255.7,-47.6,114.29635128,-22.21104636,1630069230,FALSE
"TESS",43435,52,2.64108344,-74.31701806,377673.91,304.11,-57.04,96.10682471,2.33922145,1630069231,FALSE
"KEPLER-2 (TARS)",46319,52,-10.3646401,142.064581,536.89,108.78,-30.94,6.02760957,-24.81866339,1630069232,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-50.55326358,98.23015606,436.92,166.71,-32.38,40.90218681,-70.92359555,1630071003,TRUE
"MARS ORBITER MISSION",39370,50,270,91.47602831,-6399.59,0,-89.89,76.75746621,-17.29301963,1630071004,FALSE
"RESOURCESAT 2",37387,50,-47.90668167,143.25781771,839.99,142.4,-39.85,29.39618856,-50.65018057,1630071005,TRUE
"YOUTHSAT",37388,50,-81.03679373,167.71080447,850.48,170.55,-50.97,66.39270226,-55.58790908,1630071006,FALSE
"SWAYAM",41607,50,-72.01853627,138.01056825,523,164.31,-46.98,56.75941817,-57.74328497,1630071007,TRUE
"CARTOSAT 2AT",29710,50,-43.07140091,-40.69712402,603.09,229.77,-60.13,104.30848272,-34.41033919,1630071008,FALSE
"OCEANSAT 2",35931,50,-64.42324049,-41.58271964,748.3,205.33,-57.42,96.18160752,-45.70186005,1630071009,FALSE
"IRNSS-1A",39199,49,18.07550166,59.63384428,35714.59,275.1,68.92,234.65167915,18.08147384,1630071011,FALSE
"INS-1A",41949,47,-9.51219123,-58.70547183,485.11,275.21,-68.03,99.39795735,-14.10015829,1630071014,FALSE
"KALAMSAT-V2/PSLV",43948,47,5.24287022,-0.78357645,440.54,271.93,-36.74,130.91646803,-8.66334151,1630071015,FALSE
"CHINASAT 2E",49062,48,0.04333146,98.04786308,35788.8,129.92,59.72,279.54272653,-2.93988525,1630071017,FALSE
"COSMOS 2550",48865,47,62.86722342,-115.67954939,480.53,6.51,-47.8,71.88255838,24.51613254,1630071018,FALSE
"CHALLENGEONE",47956,47,-21.56222608,-35.34895303,558.63,254.58,-57.52,111.00296772,-22.83558872,1630071019,FALSE
"CALSPHERE 1",900,47,19.77066802,37.124069,970.39,280.18,-8.36,155.66788887,7.28963271,1630071021,FALSE
"HISPASAT 1D",27528,46,-1.74161756,-143.06236668,35795.76,73.63,-51.69,40.20099529,-3.96332668,1630071022,FALSE
